PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME
CCCCC(C1=NN=NN1CC2CCCO2)N3CCN(CC3)CC4=CC=CC=C4.Cl,Active
CC1=CC=C(C=C1)S(=O)(=O)CN2C=NN=N2,Active
C1=CN=C(N=C1)SCCCNCC2=CC=C(C=C2)Cl.Cl,Active
COCC1=C2C=CC=NC2=C(C=C1)O,Active
COC(=O)C1=C(C2(C=CC1O2)C(CC=C)NC3=CC=CC=C3)C(=O)OC.Cl,Active
C1=CC=C2C(=C1)C3=CC=CC=C3C2=N/N=C\C4=C(C=CC(=C4)[N+](=O)[O-])O,Active
C1CN(CCN1CC2=CC=CC=C2Cl)/N=C\C3=CC(=CC=C3)[N+](=O)[O-].Cl,Active
C1CN(CCC1N2C3=C(C=C(C=C3)F)N=N2)CC4=CC=CC=C4,Active
C1=CC=C(C=C1)NC(=S)NC2=C(C=CC(=C2)[N+](=O)[O-])O,Active
COC1=CC=C(C=C1)C(=O)OCCN2CCCCC2.Cl,Active
CC1=C(C2=C(C=C1)C=C(C(=O)N2)CN(CCN3CCCC3)C(=O)NC4=CC=C(C=C4)F)C,Active
CC1=CC(=CC=C1)NC(=O)NC2CC3CCCC(C2)N3CC4=CC=C(C=C4)OC,Active
CC(C12CC3CC(C1)CC(C3)C2)NCC4=NC5=CC=CC=C5N4C,Active
COCC(=O)NC1CC2CCCC(C1)N2CC3=CC=CC=C3,Active
CC1=CC2=C(C=C1)N=C3C(=C2N)CCN3C4=CC=CC=C4.C(=O)(C(=O)O)O,Active
C1=CC(=CC(=C1)N=C2C3=C(C=CC(=C3)[N+](=O)[O-])NC2=O)CO,Active
COC1=C(C=C2C(=C1)C(NCC23CCCC3)C4=CC(=CC=C4)[N+](=O)[O-])OC,Active
C1CCC2=C(C1)N=C(S2)NC(=O)COC3=CC=CC=C3,Active
C1=CC(=CC=C1C(=O)O)NC2=CC=C(C3=NON=C23)[N+](=O)[O-],Active
CCOC1=CC=CC=C1C(=O)NC2CC3CCCC(C2)N3CC4=CC=CC=C4,Active
CC1=CC(=C(C=C1/C=C(\C#N)/C(=O)NCCOC)C(C)C)OC,Active
CCOC(=O)N1CCC(CC1)NCCNC(=O)C2=CC=CS2,Active
COC1=C(C=C(C=C1)CN2CCN(CC2)C3=CC=CC=C3OC)OC.C(=O)(C(=O)O)O,Active
C1=CN=C(N=C1)SCCCNCC2=CC=C(C=C2)Br.Cl,Active
CN(C)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl,Active
CC(CN(C)CC1=CC=CC=C1)OC(=O)C2=CC3=C(C=C2)OCCO3.Cl,Active
CC1=CC(=CC=C1)OCC(=O)N2CCN(CC2)CC3=CC=NC=C3.C(=O)(C(=O)O)O,Active
C1CN(CCC1NC(=S)NC2=CC=CC=C2)CC3=CC=CC=C3,Active
CC1=CC=CC=C1N2CCN(CC2)CC(=O)NC3=CC=C(C=C3)C(=O)OC,Active
C1=CC=NC(=C1)NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],Active
COC(=O)CC1=C(C(C(=C(O1)N)C#N)C2=CC=CS2)C(=O)OC,Active
CN1C2=CC=CC=C2C(=C1CNC3CCCCC3)C#N,Active
C1=CC=C(C=C1)C2=NN(N=N2)CC(=O)N/N=C/C3=C(C=CC(=C3)[N+](=O)[O-])O,Active
C1CCC(C1)NC(=O)CN2C3=CC=CC=C3N=C2SCC(=O)N4CCC5=CC=CC=C54,Active
C1=CC=NC(=C1)N2C(=O)C3=CC(=CC4=CC(=CC(=C43)C2=O)[N+](=O)[O-])[N+](=O)[O-],Active
CC(CN(C)CC1=CC=CC=C1)OC(=O)C2=CC=CS2.Cl,Active
C1CCN(CC1)CC2=C(C3=CC=CC=C3OC2=O)Cl,Active
COC(=O)/C(=C\C(=O)C1=CC=CC=C1)/NC2=CC=CC(=C2)C(F)(F)F,Active
C1=CC=C(C=C1)COC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=C(C=C(C=C2Cl)Cl)Cl,Active
C1CCN(CC1)C2CCN(CC2)CC(=O)N3CCCC4=CC=CC=C43.C(=O)(C(=O)O)O,Active
CC(=O)OC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)NC(=O)C3=CC=CO3,Active
COC1=CC=CC=C1N2CCN(CC2)CC3=CC=CO3.C(=O)(C(=O)O)O,Active
C1CC2CC(CC1N2CC3=CC=CC=C3)NC(=S)NC4=CC=C(C=C4)Cl,Active
CN(CCC1=CC=CC=N1)CC2=CC(=C(C=C2)OC)OC.C(=O)(C(=O)O)O,Active
C1CC2=C(C1)C=C(C=C2)NC(=O)CN3CCC(CC3)N4C5=C(C=C(C=C5)F)N=N4,Active
C1CN(CCC1N2C3=C(C=C(C=C3)C(F)(F)F)N=N2)S(=O)(=O)C4=CC=CC(=C4)C(=O)O,Active
C1CC2CC(CC(C1)N2CC3=CC=CC=C3)NC(=O)C4=CC(=CC=C4)Cl,Active
COC(=O)C1=CC=CC=C1NC(=O)CN2CCN(CC2)C34CC5CC(C3)CC(C5)C4,Active
COC1=C(C=C(C=C1)CN2CCN(CC2)CC3=CC4=CC=CC=C4C=C3)OC.C(=O)(C(=O)O)O,Active
CC1CCN(CC1)CCC(=O)NC2=CC=C(C=C2)Br.Cl,Active
C1COCCN1C2=CC=C(C=C2)N=CC3=C(C=CC(=C3)N=NC4=CC(=CC=C4)Cl)O,Active
C1CN(CCN1CC2=CC(=CC=C2)[N+](=O)[O-])CC3=CC=CO3.C(=O)(C(=O)O)O,Active
CC1CCN(CC1)CC2=C(C3=CC=CC=C3N2C)C#N,Active
C1CN(CC2=CC=CC=C21)CC3=CC=C(C=C3)C(=O)NCC4=CN=CC=C4,Active
CC1=NC(=C(N1CC2=CC=CC=C2)SC3=NC4=C(N3)C=C(C=C4)OC)[N+](=O)[O-],Active
CCN(CC)C1=CC2=C(C=C1)C(=C(C(=O)O2)CN3CCOCC3)C,Active
C1=CC=C(C=C1)NC(=O)N/N=C/C2=C(C=CC(=C2)[N+](=O)[O-])O,Active
COC1=CC=C(C=C1)C(=O)NCCCN=C2C3=CC=CC=C3S(=O)(=O)N2,Active
C1=CC(=CC(=C1)N=CC2=C(C(=CC(=C2)Cl)Br)O)NC(=O)C3=CC=CO3,Active
COC1=CC=CC=C1N=NC2=NC(=C(N2)C3=CC=CC=C3)C4=CC=CC=C4,Active
CCN1CCN(CC1)C2=C(C(=O)NN=C2)Cl,Active
COC1=CC(=CC(=C1O)C=O)N=NC2=CC=C(C=C2)Br,Active
COC1=CC=CC=C1NC(=O)C\2=CC3=C(C=C(C=C3)O)O/C2=N\O,Active
C1CN(CCC1N2C3=C(C=C(C=C3)F)N=N2)CC4=NN=NN4CCC5=CC=CC=C5.Cl,Active
C1CN(CCN1CCC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl,Active
CC1=NC(=C2C(=N1)N(N=N2)CC3=CC=CC=C3Cl)NC4=CC=C(C=C4)NC(=O)C,Active
C1C=C2C(CN1C(=O)OCC3=CC=CC=C3)C(C(C(=C2C#N)N)(C#N)C#N)C4=CN=CC=C4,Active
CCN1C(=NN=C1SCCN2CCCCC2)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4.C(=O)(C(=O)O)O,Active
CCN(CC)CCCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,Active
CCOC(=O)N1CCC(CC1)NCCNC(=O)C2=CC=C(C=C2)Cl,Active
C1=CC=C2C(=C1)C3=CC=CC=C3C2=N/N=C\C4=C(C(=CC=C4)[N+](=O)[O-])O,Active
CC(=C(C(=O)N/N=C(\C)/C1=CC=CC=C1O)NC(=O)C2=CC=CC=C2)C,Active
COC1=CC(=C(C=C1)CN2CCN(CC2)CC3=CNC4=CC=CC=C43)OC.C(=O)(C(=O)O)O,Active
C=CCN1C2=CC=CC=C2N=C1CCNC(=O)C3=CC=CO3,Active
C1CN(CC(C2=CC=CC=C21)(C3=CC=CC=C3)O)CCC(=O)C4=CC5=C(C=C4)OCCO5.Cl,Active
C1CN(CCN1CC(COC2=CC=CC=C2)O)C(=O)COC3=CC=CC=C3.Cl,Active
CNC1=C(C=CC2=C1C(=O)C3=CC=CC=C3C2=O)C(=O)O,Active
C1CC2CC(CC1N2CC3=CC=CC=C3)NC(=S)NCCC4=CC=CC=C4,Active
CC(C)C1=CC=C(C=C1)NC2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4,Active
C1=CC=NC(=C1)CNCC2=CC=C(O2)C3=CC=C(C=C3)Br.Cl,Active
CC1=CC=CC=C1N2CCN(CC2)CC3=CC=C(C=C3)SC.C(=O)(C(=O)O)O,Active
CCOC(=O)N1CCC(CC1)NCCNC(=O)C2=CC=CC=C2,Active
COC1=CC(=C(C=C1)NC(=O)CN2CCC(CC2)C(=O)C3=CC=C(C=C3)F)OC,Active
CCOC(=O)CN(C1=CC=CC=C1)C(=O)CSC2=NC3=C(C4=CC=CC=C4N3)N=N2,Active
C1CC(N(C1)C(=O)NC2=CC(=CC=C2)Cl)C(=O)NCCC3=CC=CC=C3,Active
COC1=CC=C(C=C1)CN2CCN(CC2)CC3=CC=CC=C3F.C(=O)(C(=O)O)O,Active
C1CN(CCN1CCC(=O)NC2=CC=C(C=C2)F)C3=CC=CC=C3F,Active
CC1=C(C2=NC3=CC=CC=C3N2C(=C1)Cl)C#N,Active
CN1CCC2=C(C1)C3=CC=CC=C3N2C.Cl,Active
C1CN(CCN1CC2=CC=CC=C2)/N=C/C3=CC=CS3,Active
CCCCC1=C(C(=N)C2=CC=CC=C2N1C)CCC.I,Active
CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)/C=C/C3=CC=C(C=C3)OC,Active
C1CC(C1)C(=O)NC2=NN=C(S2)SCC(=O)NC3=CC=C(C=C3)N4CCOCC4,Active
C1CCN(C1)CCOC2=CC(=CC=C2)Cl.Cl,Active
C1=CC=C(C=C1)/C=C/C(=O)NC(=S)NNC(=O)CC2=CC=CS2,Active
C=CS(=O)(=O)C1=C(C(=C(S1)Cl)N2CCOCC2)[N+](=O)[O-],Active
CC1=C2C(=CC=C1)C(=CC(=N2)C)N/N=C/C3=CC=C(C=C3)O,Active
CCOC1=CC=C(C=C1)NC(=O)CSC(=O)N,Active
CCN(CC)CCN(CC1=CC2=C(C=C(C(=C2)C)C)NC1=O)C(=S)NCC3=CC=CO3,Active
CCCCNC(=S)NCCN1CCCCC1.C(=O)(C(=O)O)O,Active
CCOC1=C(C2=CC=CC=C2C=C1)/C=N/NC(=O)C3=CC4=C(C=C3)OCO4,Active
CCN1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])Cl,Active
C1=CC=C(C=C1)N2C(=NN=N2)C(C3=NN=NN3C4=CC=CC=C4)(Cl)Cl,Active
CC(C)C1=CC=C(C=C1)C2=NN(N=N2)CC3=NC4=CC=CC=C4S3,Active
CC(=O)NC1=CC=C(C=C1)OCC(CN2CCN(CC2)C3=CC=C(C=C3)Cl)O,Active
CC1=C2C(=CC=C1)C=C(C(=N2)N3CCN(CC3)C)C#N,Active
C1CCC(=CC1)CCNS(=O)(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCOCC3,Active
COC1=CC(=CC(=C1OC)OC)CN2CCN(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.C(=O)(C(=O)O)O,Active
CC1=CC=CC=C1C(=O)N2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CC=C(O4)[N+](=O)[O-],Active
CC1=CC=C(C=C1)SC2=C(C(=O)N(C3=CC=CC=C32)C)[N+](=O)[O-],Active
CN(C)CCCN(C1=NC(=CS1)C2=CC=C(C=C2)OC)C(=O)C3=CC=CC=C3Cl.Cl,Active
CC1=C(C=CC(=C1OC)CNCCC2=CNC3=CC=CC=C32)OC.C(=O)(C(=O)O)O,Active
COC1=CC(=CC(=C1)N2C(=NN=N2)SCC(=O)NC3CCCC3)OC,Active
CC1=CC(=CC=C1)NC(=O)CN2C3=CC=CC=C3C(=C2O)N=NC(=O)C4=CC=CC=C4O,Active
C1CN(CCN1CC2=CC=CC=C2)C3=C(C(=O)NN=C3)Cl,Active
CN1CCN(CC1)C2=C(C(=O)N(C2=O)CCC3=CC=CC=C3)Cl,Active
C1CN(CCN1CC(COC2=CC=CC=C2)O)C(=O)/C=C/C3=CC=CC=C3.Cl,Active
CC1=CC=C(C=C1)C(=O)C2CCN(CC2)CC(=O)NC3=C(C=C(C=C3)OC)OC,Active
CCCOC1=CC=C(C=C1)C2=NN=C(O2)C3=CC=NC=C3,Active
COCCNC(=O)CN1C=NC(=N1)[N+](=O)[O-],Active
CC1=CC=C(C=C1)NC(=O)CN2C(=CN=C2SCC(=O)NC3=C(C=CC=C3C)C)C4=CC=C(C=C4)F,Active
C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CC(=O)NC3=CC=C(C=C3)F,Active
C1=CC=C(C(=C1)C(=O)O/N=C(/C2=CC=C(C=C2)[N+](=O)[O-])\N)Br,Active
CCOC(=O)C1CCCN(C1)CCC(=O)NC2=CC=C(C=C2)C.Cl,Active
C1=CC=C(C=C1)CNC2=CC(=O)C(=O)C3=CC=CC=C32,Active
C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC3=C2N=CC=C3,Active
C1CN(CCN1)C2=NSC3=CC=CC=C32.Cl,Active
C1CNCC2=C1C3=C(N2)C=CC(=C3)Cl.Cl,Active
COC1=CC=CC=C1NC(=O)CN2CCC(CC2)C(=O)C3=CC=C(C=C3)F,Active
C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=CC=C(C=C3)[N+](=O)[O-])N=NC4=CC=C(C=C4)O,Active
CCOC1=CC=CC=C1CN2C3CCC2CC(C3)C4=CC=C(C=C4)C,Active
CCN1CCC2=NC(=C(C=C2C1)C#N)SCC(=O)NC3=CC=C(C=C3)OC,Active
CC1=C[N+](=CC=C1)C(C)C(=O)NC2=CC(=C(C=C2)C)[N+](=O)[O-].[Br-],Active
C1=CC(=CN=C1)C(=O)OC2=C3C(=C(C=C2)Cl)C=CC=N3,Active
CC(C)(C)C1=C(C(=CC(=N1)CN2CCOCC2)CN3CCOCC3)O.Cl,Active
C1CN2CCC1C(C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.Cl,Active
CC1=CC=C(C=C1)C(=O)N2CCN(CC2)CCNC(=O)C(=O)NC3=CC=C(C=C3)OC,Active
CC1=CC(=NC(=N1)NC2=CC=CC=C2Cl)C.Cl,Active
C1CCC(CC1)N2C(=NN=N2)CN3CCC(CC3)NC(=O)NC4=CC=CC=C4,Active
CC1=CC2=C(C=C1)C=C(C(=O)N2)C(C3=NN=NN3C4CCCC4)N5CCN(CC5)C6=CC=CC=C6OC,Active
CN(C1=CC=CC(=C1)NC(=O)C2=CC=C(C=C2)CN3CCC4=CC=CC=C4C3)S(=O)(=O)C,Active
CCC(C)(C)N1C(=NN=N1)C(C2=CC=C(C=C2)C)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5,Active
COC1=CC(=C(C=C1)CN2CCN(CC2)S(=O)(=O)C3=CC=CC=C3)OC.C(=O)(C(=O)O)O,Active
C1=CC(=C(C(=C1)Cl)Cl)CNCCCSC2=NC=CC=N2.Cl,Active
CC1=CC(=CC=C1)C2(CC2C(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])O)C4=CC=CC(=C4)C,Active
C1=CC=C(C=C1)CSC2=NC=CC(=N2)N/N=C/C3=CC=CC=C3O,Active
CC1=NC(=C2C(=N1)N(N=N2)CC3=CC=CC=C3)NC4=CC=C(C=C4)S(=O)(=O)N5CCCC5,Active
C1CC2CC(CC1N2CC3=CC=CO3)NC(=O)C4=CC=CC=C4,Active
C1=CSC(=C1)C(=O)NC2=CC3=C(C=C2)N=C(N3)C4=CC5=C(C=C4)N=CN5,Active
CCC(=O)NC(C1=CC=CS1)C2=CC(=C3C=CC=NC3=C2O)[N+](=O)[O-],Active
C1=CC=NC(=C1)CNCC2=CC=C(O2)C3=CC=C(C=C3)Cl.Cl,Active
CC(=O)CSC1=C(C(=NS1)SCC(=O)C)C#N,Active
CC1=C(C=CC(=C1C)S(=O)(=O)N2CCOCC2)OC,Active
CC1=CC=C(C=C1)CN2C(=NN=N2)CN3CCC(CC3)N4C5=CC=CC=C5N=N4.Cl,Active
CC1=CC(=C(C=C1)OC)NC(=O)C2=CC=C(C=C2)CN3CCC4=CC=CC=C4C3,Active
C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,Active
C1=CC=C(C=C1)C2=CC=C(O2)/C=C(\C#N)/C(=O)NN3C=NN=C3,Active
COC(=O)/C=C\1/C(=O)N2C(=NC=N2)S1,Active
CN1C(=NN=C1SCC(=O)OC)C2=CC3=C(C=C2)OCO3,Active
COC1=CC=C(C=C1)CC(CC(=O)O)C(=O)NCC2=CC=CC=C2,Active
C1=CC=C(C=C1)COC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=C(C=CC=C2Cl)Cl,Active
CC1=CC=C(C=C1)NC(=O)CN2CCC(CC2)C(=O)C3=CC=C(C=C3)F,Active
C1C2(CN3CN1CN(C2)C3)C(C4=CC=C(C=C4)[N+](=O)[O-])O,Active
CN\1CCS/C1=C\C=C/2\C(=O)N(C(=S)S2)CC(=O)O,Active
CC1=CC=C(C=C1)S(=O)(=O)CC(CN2CCCCC2)N3CCCCC3,Active
C1OC2=C(O1)C=C(C=C2)CNCCC3=CNC4=CC=CC=C43.Br,Active
CN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,Active
CN1CCN(CC1)/C(=N\O)/C2=NON=C2N,Active
COC1=CC=C(C=C1)C(=O)NNC2=NC3=CC=CC4=C3C2=CC=C4,Active
CCCCC(C1=NN=NN1CCOC)N2CCN(CC2)CC.Cl,Active
CCC1=CC2=CC(=C(N=C2C=C1)N3CCN(CC3)C)C#N,Active
CCCCN(C)C(=O)C1CCN(CC1)CC2=CC=C(C=C2)OCC3=CC=CC=C3.C(=O)(C(=O)O)O,Active
CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)/C=C/C3=CC=CC=C3,Active
CC(=O)NC(C1=CC(=CC=C1)[N+](=O)[O-])C2=C(C=CC3=CC=CC=C32)OC(=O)C,Active
CC1CC2=CC=CC=C2N1C(=O)CSC3=NC4=C(C5=C(N4)C=CC(=C5)F)N=N3,Active
C=CCN1C(=CNC1=S)C2=CC=CC=C2,Active
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N/N=C(\C#N)/C(=O)C3=CC=CC=C3,Active
C1=CC=C(C=C1)CNC(=S)NNC(=O)COC2=CC=C(C=C2)Br,Active
COC1=CC=CC=C1CN2CCN(CC2)S(=O)(=O)C3=CC=CC=C3.C(=O)(C(=O)O)O,Active
CC1=C(C2=C(C=C1)C=C(C(=O)N2)CN(CCN3CCCC3)C(=O)NC4=CC=CC=C4)C,Active
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)C4=CC=CC=C4F.C(=O)(C(=O)O)O,Active
C1=CC=C(C=C1)NC(=O)C2=C[N+](=CC=C2)CC(=O)N.[I-],Active
CC1=CC(=NC(=N1)SCCCNCC2=CC=CC=C2)C.Cl,Active
CCOC1=CC=C(C=C1)NC2=CC=C(C3=NON=C23)[N+](=O)[O-],Active
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(C4=CC=CS4)C5=NN=NN5CCC6=CC=CC=C6.Cl,Active
C1CN(CCN1CC2=CC=CC=C2)/N=C/C3=CC=CC=C3[N+](=O)[O-],Active
C1=CN=C(N=C1)SCCCNCC2=CC(=C(C=C2)Cl)Cl.Cl,Active
CC1CCC(CC1)NC(=O)CN2CCC(CC2)N3C4=C(C=C(C=C4)F)N=N3,Active
CC(C)C(=O)N1C2CCC1CC(C2)(C3=CC=C(C=C3)F)O,Active
CC1=CC=C(C=C1)C(C2=NN=NN2CCC(C)C)N3CCN(CC3)C.Cl,Active
COCCN1C(=NN=N1)SCC(=O)C2=CC=C(C=C2)F,Active
CC1=CC(=CC(=C1)NC(=O)C2=CC=C(C=C2)CN3CCC4=CC=CC=C4C3)C,Active
CC1=CC(=C(C=C1)N2CCN(CC2)CC(COC3=C(C=C(C=C3)C(=O)C)OC)O)C,Active
CC1=[N+](C2=CC=CC=C2S1)CCC(C)S(=O)(=O)[O-],Active
COC1=CC=C(C=C1)CN2C3=C(C=C(C=C3)C(=O)NC4CCN(CC4)CC5=CC=CC=C5)NC2=O,Active
CC(C)OC1=C(C=C(C=C1)C2NC(=O)C(=C(N2C3=CC=CC=C3)S)C#N)OC,Active
C1CC2CC(CC1N2CC3=CC=CO3)NC(=O)NC4=CC(=CC=C4)Cl,Active
CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2C4=CC=C(C=C4)Br)C)C(C)C.[Cl-],Active
CCCN1C2=CC=CC=C2N=C1N3CCN(CC3)CC(=O)NCC4=CC=CS4,Active
CC(C)OCCCNC(=O)C1=CC=C(C=C1)CN2CCC3=CC=CC=C3C2,Active
CC1=CC(=NC2=CC=CC=C12)NC3CCCCC3,Active
CN(C)C1=CC=C(C=C1)/C=C/C=C/2\C(=O)N(C(=S)S2)C3=CC=CC=C3,Active
CC(=O)NC1=CC=C(C=C1)OCC(CN2CCN(CC2)C3=CC=CC=C3Cl)O,Active
COC1=CC=C(C=C1)CN2C3CCC2CC(C3)NC(=O)C4=CC(=C(C(=C4)OC)OC)OC,Active
CCCC(=O)NC1=NN=C(S1)C2=CC=CO2,Active
CC1=C(SC(=C1C(=O)C2=CC=CC=C2)NC(=O)CCl)C,Active
CCN(CCO)CC1=C(NN=C1)C2=CC(=C(C=C2)C)C,Active
C1CN(CC1C2=CC=CC=C2)CCC(=O)C3=CC4=C(C=C3)OCCO4.Cl,Active
C1CN(CCN1CC2=CC=CC=C2)/N=C/C3=CC=CC=C3C(F)(F)F.Cl,Active
CCN1CCN(CC1)CC(=O)NC2=NC3=C(S2)C=C(C=C3)OC.C(=O)(C(=O)O)O,Active
CC1=CC=[N+](C=C1)CC(=O)N2CCCC3=CC=CC=C32.[Cl-],Active
CC1=CC=CC=C1NC(=O)/C(=C/C2=CC=C(O2)C3=CC(=C(C=C3)Cl)C(=O)O)/C#N,Active
CCOC(=O)C1CCN(CC1)CC2=C(NN=C2)C3=CC=CC=C3.C(=O)(C(=O)O)O,Active
CCN(CC)CCCN=CC1=C(C2=C(CC1)C(=C(S2)NC(=O)C)C(=O)OCC)SC3=CC=CC=C3,Active
C1CCN(CC1)CCOC(=O)C2=CC3=CC=CC=C3O2.Cl,Active
COC1=CC=C(C=C1)NC(=O)NC2CC3CCCC(C2)N3CC4=CC=CC=C4,Active
CC1CCCCN1CC2=C(C3=CC=CC=C3N2C)C#N,Active
CC(C)NC(=O)C1=CC=C(C=C1)CN2CCC3=CC=CC=C3C2,Active
CC1=CC=CC=C1CN2CCN(CC2)CC3CC4CC3C=C4,Active
CCC1=C(C=C(O1)C(=O)O)CN(CC)CC.Cl,Active
C1CN(CCN1CC2=CC(=CC=C2)Cl)CC3=CC=CO3.C(=O)(C(=O)O)O,Active
CCC(C)NC(=O)C1=CC=C(C=C1)CN2CCC3=CC=CC=C3C2,Active
CCCCNC(=O)C1CCN(CC1)C/C(=C/C2=CC=CC=C2)/C.C(=O)(C(=O)O)O,Active
C1=COC(=C1)C(=O)NCCNCC2=CC=C(C=C2)F.C(=O)(C(=O)O)O,Active
CC1=CC=C(C=C1)C2=NN(C3=C2C=C(C(=O)N3)CNCC4=CC=CC=C4)C5=CC=CC=C5,Active
CCCCN1CCC(C(C1)C(=O)C2=CC=CC=C2)(C3=CC=CC=C3)O,Active
CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=C(C=C3)Br,Active
CCN(CC)C(=O)NC1CC2CCCC(C1)N2CC3=CC=CC=C3,Active
CCC(C1=NN=NN1C2CCCC2)N3CCN(CC3)CC4=CC=CC=C4.Cl,Active
CCC(C)N1CCN(CC1)C(=O)C2=CC=CS2.C(=O)(C(=O)O)O,Active
COC1=CC=CC(=C1OC)C(C(=O)NC2CCCC2)N(CC3=CC=CO3)C(=O)C4=CC=CO4,Active
C1CC2=C(C1)C=C(C=C2)NC(=O)CN3CCC(CC3)N4C5=CC=CC=C5N=N4,Active
C1CCC(CC1)C(=O)NC2CC3CCCC(C2)N3CC4=CC=CC=C4,Active
CC(=O)C1=CC2=C(C=C1NC(=O)CN3CCCCCC3)OCO2.C(=O)(C(=O)O)O,Active
COC1=C(C=C(C=C1)CNCCCSC2=NC=CC=N2)OC.Cl,Active
C1=CC=C(C=C1)CNC(=O)CC2C(=O)N=C(S2)N,Active
CC1=C(C=C(C=C1)Cl)N2CCN(CC2)CC(=O)NC3=CC=C(C=C3)CN4CCCCC4.Cl,Active
CC1=C2C(=CC=C1)C=C(C3=NN=NN23)CN(CC4=NN=NN4C5CCCCC5)C6CCCC6,Active
CCOC(=O)CN(C1=CC=C(C=C1)F)C(=O)CSC2=NC3=C(C4=C(N3)C=CC(=C4)OC)N=N2,Active
CC(C)(C)NC(=O)C(C1=CC=CS1)N(C2=CC=CC=C2F)C(=O)C(=O)NC3CCCC3,Active
CC1=CC(=CC=C1)OCCNC2=C(C=CC(=C2)N3CCN(CC3)C)[N+](=O)[O-],Active
CC1=CC=C(C=C1)C(=O)C2CCNCC2.Cl,Active
CCN1CCCC1CN(CC2=CC3=C(C=C(C=C3)C)NC2=O)C(=S)NC4=CC=CC=C4C(=O)OC,Active
CC[N+]1=C2C=C(C=CC2=NC3=CC=CC=C31)N(CC)CC.[I-],Active
COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=C(C=C3)F,Active
CCCC1=NN=C(N1CC2CCCO2)SCC(=O)N3CCCCC3C,Active
CC1=CC=C(C=C1)CN2C(=NN=N2)CN3CCC(CC3)NC(=O)C4=CC=C(C=C4)Br,Active
CC1=CC(=C(C=C1C)S(=O)(=O)N2CCCC3=CC=CC=C32)OC,Active
CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)NCC3CCCCC3,Active
C1CCCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)CNCC3=CC=C(C=C3)Cl.C(=O)(C(=O)O)O,Active
CCOC(=O)CCC(C(=O)OCC)NC(=O)C1=CC(=CN=C1)O.Cl,Active
CCC(C)N1CCN(CC1)C(=O)CC2=CC=CC=C2.C(=O)(C(=O)O)O,Active
COC1=CC=CC=C1CN2C3CCCC2CC(C3)NC(=O)/C=C/C4=CC=CC=C4,Active
CC(CCC1=CC=CC=C1)NCC(COC2=CC=CC=C2)O,Active
CC1=CC=C(C=C1)C2=CSC(=N2)N3C(=O)C(C(=N3)C)N=NC4=CC=CC=C4O,Active
COC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCC4=CC=CC=C4C3)OC,Active
C1CCC2=NC(=C(C=C2C1)C#N)SCC3=CC=C(C=C3)Cl,Active
CC1=CC=CC=C1N2CC(CC2=O)C(=O)NC3=NN=C(S3)CC4=CC(=C(C=C4)OC)OC,Active
CC1=CC=CC=C1OCCNC2=C(C=CC(=C2)N3CCN(CC3)CCO)[N+](=O)[O-],Active
CC1CCN(CC1)CCC(=O)NC2=CC=C(C=C2)Cl.Cl,Active
CC1=CC=C(C=C1)NC2=NC(=NC(=N2)N)CN3CCC4=CC=CC=C4C3,Active
CC1=C(C=C(C=C1)NC(=O)CN2CCCC2)Br.Cl,Active
