scores
-0.07119886175756811
-0.0804554499828464
-0.09542647912999895
-0.1355278684079119
-0.1357048797530636
-0.1632729202983043
-0.16728703000517658
-0.18655302063782164
-0.1958300205642758
-0.19685809868751236
-0.20109560267104126
-0.24994472967324194
-0.25186165867366916
-0.25737280147490316
-0.2639984580427745
-0.26926294490656677
-0.2724874536290831
-0.2764335433474931
-0.27814558051525873
-0.2842621215528934
