Compiling models...
Starting GA...
[1;32mWrote molecules to file[0m
         11222460 function calls (10852263 primitive calls) in 73.218 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 resource.py:231(TrackableResource)
        1    0.000    0.000    0.000    0.000 tpu_function.py:22(TpuContext)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4749(_NumpyIterator)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:6563(<listcomp>)
        5    0.000    0.000    0.000    0.000 model_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:35(TrackableReference)
        1    0.000    0.000    0.000    0.000 variable_scope.py:179(_ReuseMode)
        3    0.000    0.000    0.000    0.000 default_types_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 ops.py:5839(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:6841(name_scope_v1)
        1    0.000    0.000    0.000    0.000 ops.py:7311(_TensorIterator)
        5    0.000    0.000    0.000    0.000 dtypes.py:715(<genexpr>)
        1    0.000    0.000    0.000    0.000 deprecation.py:720(__init__)
        2    0.000    0.000    0.000    0.000 {method 'FindMethodByName' of 'google.protobuf.pyext._message.DescriptorPool' objects}
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:41(EnumTypeWrapper)
        1    0.000    0.000    0.000    0.000 well_known_types.py:253(Duration)
        4    0.000    0.000    0.000    0.000 context.py:1110(rewriter_bool)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:238(IntegerParser)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:12(Options)
        1    0.000    0.000    0.000    0.000 sasreader.py:35(ReaderBase)
        1    0.000    0.000    0.000    0.000 base_parser.py:358(_maybe_make_multi_index_columns)
        1    0.000    0.000    0.000    0.000 base_parser.py:834(_check_data_length)
        1    0.000    0.000    0.000    0.000 tempfile.py:555(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 zipfile.py:1105(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 objects.py:239(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 accessors.py:305(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 format.py:442(EastAsianTextAdjustment)
        2    0.000    0.000    0.000    0.000 range.py:247(start)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        3    0.000    0.000    0.000    0.000 core.py:806(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1567(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        2    0.000    0.000    0.000    0.000 index_tricks.py:762(__init__)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1892(nonzero)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        2    0.000    0.000    0.000    0.000 typing.py:298(_tp_cache)
        3    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
        1    0.000    0.000    0.000    0.000 weakref.py:195(get)
        1    0.000    0.000    0.001    0.001 ast.py:803(visit)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        2    0.000    0.000    0.000    0.000 csvs.py:108(index)
        1    0.000    0.000    0.000    0.000 utils.py:87(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 gui.py:26(tqdm_gui)
        1    0.000    0.000    0.000    0.000 depthwise_conv2d.py:27(DepthwiseConv2D)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:230(ConfusionMatrix)
        2    0.000    0.000    0.000    0.000 compile_utils.py:850(get_custom_object_name)
        1    0.000    0.000    0.000    0.000 base_metric.py:573(Mean)
        1    0.000    0.000    0.000    0.000 metric_serialization.py:24(MetricSavedModelSaver)
        1    0.000    0.000    0.000    0.000 metrics.py:2509(LogCoshError)
        1    0.000    0.000    0.000    0.000 __init__.py:275(VersionAwareLayers)
        1    0.000    0.000    0.000    0.000 save_impl.py:364(__init__)
        1    0.000    0.000    0.000    0.000 optimizer_v1.py:396(Adadelta)
        1    0.000    0.000    0.000    0.000 Image.py:55(__getattr__)
        1    0.000    0.000    0.000    0.000 backend.py:94(_DummyEagerGraph)
        1    0.000    0.000    0.000    0.000 encoder.py:80(__init__)
        1    0.000    0.000    0.000    0.000 op_evaluator.py:24(PersistentOpEvaluator)
        6    0.000    0.000    0.000    0.000 dtypes.py:123(as_numpy_dtype)
        1    0.000    0.000    0.000    0.000 event_file_writer.py:30(__init__)
        1    0.000    0.000    0.000    0.000 interpreter.py:44(Delegate)
        1    0.000    0.000    0.000    0.000 convert_phase.py:126(ConverterError)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:1774(VariantSubTypeT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3031(SequenceRNNOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:5803(LogSoftmaxOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:5936(DequantizeOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:6772(SparseToDenseOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:7072(PowOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:7360(OneHotOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:8063(LeakyReluOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:8541(ReverseSequenceOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:8786(IfOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:10014(AssignVariableOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:10253(GeluOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:10457(UnsortedSegmentMaxOptionsT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:10655(SignOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:12059(ModelT)
        1    0.000    0.000    0.000    0.000 test_combinations.py:437(NamedObject)
        1    0.000    0.000    0.000    0.000 number_types.py:29(BoolFlags)
        1    0.000    0.000    0.000    0.000 debug_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:26(LocalCLIDebugHook)
        1    0.000    0.000    0.000    0.000 test_util.py:2077(decorator)
        1    0.000    0.000    0.000    0.000 rmsprop.py:49(RMSPropOptimizer)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:1718(ModelInputs)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 metric_serialization.py:23(MetricSavedModelSaver)
        1    0.000    0.000    0.000    0.000 callbacks.py:904(BaseLogger)
        1    0.000    0.000    0.000    0.000 callbacks.py:2598(ReduceLROnPlateau)
        1    0.000    0.000    0.000    0.000 merge.py:575(Dot)
        1    0.000    0.000    0.000    0.000 core.py:1076(Dense)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 wrap_function.py:42(VariableHolder)
        1    0.000    0.000    0.000    0.000 request.py:1256(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 central_storage_strategy.py:212(CentralStorageStrategyV1)
        1    0.000    0.000    0.000    0.000 collective_all_reduce_strategy.py:272(CollectiveAllReduceStrategyV1)
        1    0.000    0.000    0.000    0.000 input_lib.py:1565(_SingleWorkerDatasetIteratorBase)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:36(_PerDeviceGenerator)
        1    0.000    0.000    0.000    0.000 __init__.py:82(Namespace)
        2    0.000    0.000    0.000    0.000 object_identity.py:224(ObjectIdentityWeakSet)
        1    0.000    0.000    0.000    0.000 flags.py:70(__getattribute__)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:2046(MapStagingArea)
        1    0.000    0.000    0.000    0.000 monitored_session.py:622(ChiefSessionCreator)
        1    0.000    0.000    0.000    0.000 monitored_session.py:840(StepContext)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1057(SingularMonitoredSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1238(_RecoverableSession)
        1    0.000    0.000    0.000    0.000 naming.py:23(__init__)
        1    0.000    0.000    0.000    0.000 transformer.py:474(CodeGenerator)
        1    0.000    0.000    0.000    0.000 call_trees.py:55(__init__)
        1    0.000    0.000    0.000    0.000 directives.py:86(DirectivesTransformer)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:29(FunctionScope)
        1    0.000    0.000    0.000    0.000 ast3.py:296(visit_ExceptHandler)
        1    0.000    0.000    0.000    0.000 ast_util.py:26(CleanCopier)
        1    0.000    0.000    0.000    0.000 ast_util.py:146(PatternMatcher)
        1    0.000    0.000    0.000    0.000 sharing.py:144(einsum_cache_wrap)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:792(SummarySaverHook)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:603(TextFileInitializer)
        1    0.000    0.000    0.000    0.000 saveable_object_util.py:724(SaveableCompatibilityConverter)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:6317(_ScanDataset)
        1    0.000    0.000    0.000    0.000 options.py:446(ThreadingOptions)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4536(_VariantDataset)
        1    0.000    0.000    0.000    0.000 init_ops.py:1253(ConvolutionOrthogonal1D)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1424(_VariableScopeStore)
        1    0.000    0.000    0.000    0.000 variable_scope.py:2142(variable_scope)
        1    0.000    0.000    0.000    0.000 __about__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lock_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resource_variable_ops.py:252(EagerResourceDeleter)
        1    0.000    0.000    0.000    0.000 ops.py:2781(RegisterGradient)
        1    0.000    0.000    0.000    0.000 text_format.py:1507(ConsumeEnum)
        1    0.000    0.000    0.000    0.000 containers.py:545(UnknownFieldRef)
        1    0.000    0.000    0.000    0.000 encoder.py:370(_VarintEncoder)
        1    0.000    0.000    0.000    0.000 descriptor.py:641(EnumDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:206(_LoggerLevelsFlag)
        1    0.000    0.000    0.000    0.000 __init__.py:238(parse)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:305(DOMBuilderFilter)
        6    0.000    0.000    0.000    0.000 converter.py:86(<genexpr>)
        1    0.000    0.000    0.000    0.000 pytables.py:4691(GenericTable)
        2    0.000    0.000    0.000    0.000 readers.py:517(validate_integer)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        2    0.000    0.000    0.000    0.000 format.py:769(_is_in_terminal)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 integer.py:166(Int16Dtype)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 __init__.py:58(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 core.py:6700(_extrema_operation)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:346(__init_subclass__)
        2    0.000    0.000    0.000    0.000 inspect.py:2772(__init__)
        2    0.000    0.000    0.000    0.000 ast.py:1499(visit_arg)
        1    0.000    0.000    0.000    0.000 contextlib.py:420(__init__)
        3    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeleteDeviceList}
        3    0.000    0.000    0.000    0.000 utils.py:34(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:74(__eq__)
        1    0.000    0.000    0.000    0.000 converter.py:13(__init__)
        1    0.000    0.000    0.000    0.000 dense_features_v2.py:31(DenseFeatures)
        1    0.000    0.000    0.000    0.000 dense_features_v2.py:101(_StateManagerImplV2)
        1    0.000    0.000    0.000    0.000 convolutional.py:1800(Conv3DTranspose)
        1    0.000    0.000    0.000    0.000 legacy_cell_wrappers.py:534(ResidualWrapper)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:333(SliceAggregator)
        1    0.000    0.000    0.000    0.000 subtract.py:25(Subtract)
        1    0.000    0.000    0.000    0.000 hashing.py:35(Hashing)
        1    0.000    0.000    0.000    0.000 cudnn_gru.py:32(CuDNNGRU)
        1    0.000    0.000    0.000    0.000 einsum_dense.py:32(EinsumDense)
        1    0.000    0.000    0.000    0.000 conv2d.py:29(Conv2D)
        1    0.000    0.000    0.000    0.000 conv3d.py:29(Conv3D)
        1    0.000    0.000    0.000    0.000 base_depthwise_conv.py:27(DepthwiseConv)
        1    0.000    0.000    0.000    0.000 base_separable_conv.py:28(SeparableConv)
        1    0.000    0.000    0.000    0.000 metrics.py:1419(PrecisionAtRecall)
        1    0.000    0.000    0.000    0.000 lazy_variable.py:84(LazyInitVariable)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1388(TreeBuilder)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 d_checkpoint.py:226(DTrackableSaver)
        1    0.000    0.000    0.000    0.000 lite.py:2173(TFLiteSavedModelConverter)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3502(AddOptionsT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3603(L2NormOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4263(CallOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4547(SpaceToBatchNDOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:5186(GatherOptionsT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:5277(ExpOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:6170(ArgMinOptions)
